date,type,event,description,resources,year,week_number,month_year,weekday,mentions_kim
2009-05-25,Nuclear Provocation,Nuclear Test / Short-range missile launch,"North Korea conducted its second nuclear test at the Punggye-ri Nuclear Test Site, located in Kilju County, North Hamgyong Province. The explosion occured underground and the explosive yield was only a few kilotons. It also attempted a short-range missile launch.",https://www.whitehouse.gov/the-press-office/statement-president-regarding-north-korea,2009,21,05-2009,Monday,False
2009-04-05,Missile Provocation,Satellite Launch (Other Provocation),North Korea launched the Kwangmyongsong-2 satellite (Unha-2 ICBM) but the test is deemed a failure after the entire payload exploded mid-air and crashed into the Pacific Ocean.,http://www.washingtonpost.com/wp-dyn/content/article/2009/04/04/AR2009040403239.html,2009,14,04-2009,Sunday,False
2008-10-07,Missile Provocation,Anti-Ship Cruise Missile Launch,"North Korea fired 2 short-range anti-ship cruise missiles into the Yellow Sea, likely KN-01.",http://2001-2009.state.gov/r/pa/prs/dpb/2008/oct/110799.htm,2008,40,10-2008,Tuesday,False
2008-05-30,Missile Provocation,Anti-Ship Cruise Missile Launch,"North Korea fired 3 short-range ballistic missiles, believed to be Styx missiles, into the West Sea. Two out of three reportedly misfired.",http://english.yonhapnews.co.kr/northkorea/2008/05/31/43/0401000000AEN20080531001100315F.HTML,2008,21,05-2008,Friday,False
2008-03-28,Missile Provocation,Anti-Ship Cruise Missile Launch,"North Korea test-fired 3 short-range missiles, believed to be either P-20 Styx or SY-1 anti-ship cruise missiles, from its west coast into the West Sea.",http://www.cnn.com/2008/WORLD/asiapcf/03/28/nkorea.missile/index.html?eref=rss_world,2008,12,03-2008,Friday,False
2007-06-27,Missile Provocation,Short-range Ballistic Missile Launch,North Korea launched 3 KN-02 SRBMs into the sea between Korea and Japan from the East coast.,http://english.yonhapnews.co.kr/northkorea/2007/06/28/45/0401000000AEN20070628006500315F.HTML,2007,25,06-2007,Wednesday,False
2007-06-07,Missile Provocation,Anti-Ship Cruise Missile Launch,North Korea fired 2 KN-01 short-range anti-ship cruise missiles from its West coast.,http://2001-2009.state.gov/r/pa/prs/dpb/2007/jun/86142.htm,2007,22,06-2007,Thursday,False
2007-05-25,Missile Provocation,Short-range Ballistic Missile Launch,North Korea fired surface-to-ship missiles from both the East and West Coast.,http://2001-2009.state.gov/r/pa/prs/dpb/2007/jun/86142.htm,2007,20,05-2007,Friday,False
2006-10-09,Nuclear Provocation,Nuclear Test,"North Korea conducted the first nuclear weapons test at the underground facility in Punggye-ri Nuclear Test Site, located in Kilju County, North Hamgyong Province. The explosion yield was less than a kiloton.",http://georgewbush-whitehouse.archives.gov/news/releases/2006/10/20061009.html,2006,41,10-2006,Monday,False
2006-07-04,Missile Provocation,Inter-Continental Ballistic Missile/Short-Range Missile Launches,"North Korea conducted three launches with a total of 7 missiles, including a failed-test of the Taepodong-2 ICBM, Nodong MRBMs, and Scud SRBMs. The Taepodong-2 was launched from the Tonghae test facility, and the latter from Gitdaeryeong Missile Test Site.",http://2001-2009.state.gov/p/eap/rls/rm/68547.htm,2006,27,07-2006,Tuesday,False
2006-03-07,Missile Provocation,Short-range Missile Launch,North Korea fired 2 short-range missiles.,http://2001-2009.state.gov/r/pa/prs/dpb/2006/62778.htm,2006,10,03-2006,Tuesday,False
2005-05-01,Missile Provocation,Anti-Ship Cruise Missile Launch,North Korea launched a KN-01 short-range anti-ship cruise missile into the sea between Korea and Japan.,http://www.washingtonpost.com/wp-dyn/content/article/2005/05/01/AR2005050100204.html,2005,18,05-2005,Sunday,False
2004-11-01,Other Provocation,Territorial Incursion (Maritime),Patrol boats from South Korea fired warning shots to deter three North Korean patrol boats from crossing further south of the Northern Limit Line (NLL).,http://english.donga.com/List/3/all/26/237977/1,2004,44,11-2004,Monday,False
2003-11-24,Other Provocation,Territorial Incursion (Maritime),The ROK navy fired warning shots after the Northern Limit Line (NLL) was crossed by a North Korean patrol boat.,http://www.irishtimes.com/news/shots-fired-in-korea-border-dispute-1.962010,2003,47,11-2003,Monday,False
2003-10-30,Other Provocation,Territorial Incursion (Maritime),Warning shots were fired by the ROK navy after a North Korean patrol boat crossed the Northern Limit Line (NLL).,http://www.nytimes.com/2003/10/30/world/south-korea-fires-warning-shots-at-north-s-boat.html,2003,43,10-2003,Thursday,False
2003-10-20,Missile Provocation,Anti-Ship Cruise Missile Launch,"North Korea conducted its third test of an anti-ship cruise missile, modelled after the Chinese HY-2 Silkworm missile. The missile was launched from North Korea's northeast coast into the sea between Korea and Japan.",http://www.washingtontimes.com/news/2003/oct/20/20031020-103001-4881r/,2003,42,10-2003,Monday,False
2003-08-23,Other Provocation,Territorial Incursion (Maritime),A North Korean navy vessel crossed the Northern Limit Line and the ROK navy fired warning shots (NLL).,https://www.fas.org/sgp/crs/row/RL30004.pdf,2003,33,08-2003,Saturday,False
2003-08-08,Other Provocation,Territorial Incursion (Maritime),ROK navy patrol vessels fired warning shots at two North Korean vessels that crossed the Northern Limit Line (NLL).,http://www.nytimes.com/2003/08/09/world/world-briefing-asia-south-korea-warning-shots-at-northern-vessels.html,2003,31,08-2003,Friday,False
2003-07-17,Other Provocation,Exchange of Fire (Ground),Machine-gun fire was exchanged between South and North Korean soldiers at the DMZ. There were no injuries.,http://edition.cnn.com/2003/WORLD/asiapcf/east/07/16/koreas.firing/index.html,2003,28,07-2003,Thursday,False
2003-06-01,Other Provocation,Territorial Incursion (Maritime),The ROK navy fired warning shots when three North Korean fishing boats crossed the Northern Limit Line (NLL).,http://articles.latimes.com/2003/jun/01/world/fg-boats1,2003,22,06-2003,Sunday,False
2003-03-10,Missile Provocation,Anti-Ship Cruise Missile Launch,North Korea fired an anti-ship cruise missile from the coast of South Hamgyong province into the sea between Korea and Japan.,http://articles.latimes.com/2003/mar/10/world/fg-missile10,2003,10,03-2003,Monday,False
2003-03-02,Other Provocation,Aircraft Interception,A U.S. air force RC-135S Cobra Ball reconnaissance plane was intercepted by two North Korean MiG-29 fighter jets over the sea between Korea and Japan. No shots were fired.,http://www.navy.mil/submit/display.asp?story_id=6146,2003,9,03-2003,Sunday,False
2003-02-24,Missile Provocation,Anti-Ship Cruise Missile Launch,"Hours before Roh Moo-hyun's inauguration as South Korean president, North Korea conducted a failed launch of a KN-01 short-range anti-ship cruise missile. U.S. Secretary of State Colin Powell was in Seoul at the time to discuss Pyongyang's nuclear program.","http://www.cnn.com/2003/WORLD/asiapcf/east/03/09/nkorea.test/"">http://www.cnn.com/2003/WORLD/asiapcf/east/03/09/nkorea.test/"">http://www.cnn.com/2003/WORLD/asiapcf/east/03/09/nkorea.test/",2003,8,02-2003,Monday,False
2003-02-20,Other Provocation,Territorial Incursion (Air),"A North Korean MiG-19 fighter jet intruded into South Korean airspace over the Yellow Sea, the first such incursion since 1983. The ROK air force scrambled to send six fighter planes and readied ground-to-air missiles in response, but there was no clash.",http://news.bbc.co.uk/2/hi/asia-pacific/2782533.stm,2003,7,02-2003,Thursday,False
2002-06-29,Other Provocation,The Second Yeonpyeong Naval Campaign,Two North Korean patrol boats crossed the Northern Limit Line (NLL) and attacked South Korean patrol boats. Thirteen North Korean seamen were killed and 25 were wounded. Six South Korean seamen were killed and one patrol boat was sunk.,http://www.nytimes.com/2002/06/29/world/four-killed-as-north-and-south-korean-navy-vessels-trade-fire.html,2002,25,06-2002,Saturday,False
2001-12-22,Other Provocation,Territorial Incursion (Maritime),"A North Korean vessel was spotted southwest of Kyushu, Japan on December 21, 2001, prompting the Japanese Coast Guard to give chase, ultimately ending in a 6-hour firefight and the sinking of the North Korean vessel. In 2002 and 2003, inspections by Japanese authorities determined that the vessel was a spy craft.",http://www.nytimes.com/2002/10/05/world/japan-says-north-korea-boat-in-sea-battle-was-a-spy-ship.html,2001,50,12-2001,Saturday,False
2001-12-22,Other Provocation,Territorial Incursion (Maritime),"A North Korean espionage boat is discovered by Japan's coast guard. After ignoring warnings to stay out of Japan's 200 nautical mile exclusive economic zone, a chase and exchange of gunfire ensued. The spy boat may have sunk itself to avoid capture.",https://fas.org/sgp/crs/row/RL30004.pdf,2001,50,12-2001,Saturday,False
2001-11-27,Other Provocation,Exchange of Fire (Ground),North Korean troops fired shots at a United Nations Command guard post prompting the ROK army to return fire. There were no injuries.,http://edition.cnn.com/2001/WORLD/asiapcf/east/11/27/koreas.fire/index.html,2001,47,11-2001,Tuesday,False
2001-09-20,Other Provocation,Territorial Incursion (Ground),Ten to twelve North Korean soldiers crossed 30-50 meters south of the Military Demarcation Line (MDL). They retreated after the UNC issued warnings and fired warning shots.,Korean Peninsula Clashes,2001,37,09-2001,Thursday,False
2001-09-19,Other Provocation,Territorial Incursion (Ground),A group of North Korean soldiers were observed passing through the forward fence line. A UNC guard issued verbal warnings and fired warning shots before they retreated.,Korean Peninsula Clashes,2001,37,09-2001,Wednesday,False
2000-03-23,Other Provocation,Maritime Boundary Declaration,North Korea unilaterally declared that based on its “Regulations Concerning Navigation in Vicinity of the Five Islands in the West Sea” any U.S. or ROK military and civilian vessels entering the region north of its military demarcation line (9/2/1999) would need to use routes designated by North Korea.,https://assets.documentcloud.org/documents/1341897/rok-position-regarding-northern-limit-line-2002.pdf,2000,12,03-2000,Thursday,False
1999-09-02,Other Provocation,Maritime Boundary Declaration,"North Korea declared a new maritime military demarcation line in protest against the NLL boundary. The maritime boundary drawn by North Korea approximates an equidistant line between the coasts of the two Koreas, ignoring five small South Korean islands running south of the NLL. The declaration was made supposedly in response to the defeat in the First Yeonpyeong Naval Campaign.",https://assets.documentcloud.org/documents/1341897/rok-position-regarding-northern-limit-line-2002.pdf,1999,35,09-1999,Thursday,False
1999-06-15,Other Provocation,The First Yeonpyeong Naval Campaign,North Korean patrol boats and fishing vessels crossed the Northern Limit Line (NLL) to the southwest of Yeonpyeong Island on several occasions between June 6 and June 15. The ROK navy initially conducted ramming maneuvers to force the ships back but were attacked by North Korean vessel. ROK navy retaliated and sank 1 North Korean torpedo boat and damaged 5 patrol boats. The North Koreans suffered multiple casualties while 7 South Korean sailors were wounded and 5 patrol boats were damaged.,http://www.cnn.com/WORLD/asiapcf/9906/15/korea.standoff.01/,1999,24,06-1999,Tuesday,False
1999-03-24,Other Provocation,Territorial Incursion (Maritime),"Two suspicious North Korean vessels were spotted off the coast of the Noto Peninsula, Japan. The Japanese Coast Guard and Maritime Self Defense Force gave chase for 24 hours; however, the two boats escaped.",http://articles.latimes.com/1999/mar/25/news/mn-20861,1999,12,03-1999,Wednesday,False
1998-12-17,Other Provocation,Infiltration and Incursion,The South Korean navy intercepted and sank a North Korean semi-submersible vessel attempting to land commandos on a southern part of South Korea's coast. A dead North Korean diver was recovered afterwards. The hull of the North Korean vessel was salvaged a year later.,http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080718210240.pdf,1998,50,12-1998,Thursday,False
1998-11-20,Other Provocation,Infiltration and Incursion,A North Korean vessel was detected off the waters of Ganghwa Island and escaped South Korea capture - the boat was apparently on a mission to either drop off or pick up North Korean agents tasked with infiltrating South Korea.,http://nautilus.org/napsnet/napsnet-daily-report/napsnet-daily-report-23-november-1998/#item5,1998,46,11-1998,Friday,False
1998-08-31,Missile Provocation,Intermediate-range Ballistic Missile Launch,"North Korea test-launched a Taepodong-1, an intermediate-range ballistic missile, from the Musudan-ri launch facility on the northeast coast.",https://fas.org/sgp/crs/nuke/RS21473.pdf,1998,35,08-1998,Monday,False
1998-07-12,Other Provocation,Infiltration and Incursion,"A presumed North Korean agent in diving gear was found dead on a beach in Donghae equipped with tools and weapons, suggesting he was on an espionage mission.",http://www.nytimes.com/1998/07/13/world/dead-diver-from-north-puts-seoul-on-alert.html,1998,28,07-1998,Sunday,False
1998-06-22,Other Provocation,Infiltration and Incursion,"A North Korean Yugo-class midget submarine was seized off the coast of Sokcho after being entangled in South Korean fishing nets. When salvaged, the bodies of 9 dead North Korean crew were found in the submarine from apparent murder-suicide.",http://nkinfo.unikorea.go.kr/nkp/term/viewKnwldgDicary.do?pageIndex=1&dicaryId=192&searchCnd=0&searchWrd=,1998,25,06-1998,Monday,False
